City,Province,Latitude,Longitude,Year,Month,Date,tas,tasmax,tasmin,pr
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,3,1954-03,11.34,17.13,5.23,137.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,4,1954-04,16.52,23.95,8.42,43.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,5,1954-05,22.84,30.67,12.23,74.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,6,1954-06,28.36,35.4,17.88,10.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,7,1954-07,27.68,32.73,21.71,80.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,8,1954-08,26.71,31.58,21.09,73.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,9,1954-09,24.74,30.44,17.59,106.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,10,1954-10,17.65,24.3,9.61,33.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,11,1954-11,12.03,19.62,3.57,32.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1954,12,1954-12,6.72,14.91,-0.56,14.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,1,1955-01,6.0,13.41,-0.76,40.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,2,1955-02,9.75,18.13,0.66,2.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,3,1955-03,13.03,19.06,6.75,160.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,4,1955-04,15.27,22.42,5.45,61.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,5,1955-05,20.1,26.39,11.8,137.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,6,1955-06,28.71,35.73,17.71,5.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,7,1955-07,28.54,33.74,22.12,87.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,8,1955-08,25.07,28.58,21.75,345.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,9,1955-09,23.42,28.59,17.07,64.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,10,1955-10,19.02,25.7,10.91,17.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,11,1955-11,15.22,23.53,5.99,0.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1955,12,1955-12,9.49,16.28,3.24,52.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,1,1956-01,2.83,8.6,-2.07,71.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,2,1956-02,7.36,13.8,1.24,112.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,3,1956-03,12.0,16.73,7.61,283.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,4,1956-04,17.6,24.91,9.01,90.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,5,1956-05,26.69,35.39,14.45,3.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,6,1956-06,28.48,34.47,19.99,48.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,7,1956-07,25.57,28.9,22.66,400.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,8,1956-08,24.75,28.79,20.65,394.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,9,1956-09,23.91,29.15,17.41,49.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,10,1956-10,18.37,24.93,10.71,35.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,11,1956-11,13.96,21.86,5.68,4.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1956,12,1956-12,7.13,14.21,-0.06,67.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,1,1957-01,3.26,7.06,0.01,222.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,2,1957-02,3.26,8.44,-0.86,123.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,3,1957-03,9.25,14.57,4.1,214.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,4,1957-04,13.98,19.89,7.41,266.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,5,1957-05,19.13,25.8,10.93,98.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,6,1957-06,25.6,33.07,14.85,13.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,7,1957-07,28.88,34.55,21.67,52.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,8,1957-08,26.1,31.01,20.43,79.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,9,1957-09,23.51,29.83,14.94,24.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,10,1957-10,17.99,24.84,10.0,142.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,11,1957-11,10.51,18.0,3.4,189.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1957,12,1957-12,7.05,13.35,2.0,114.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,1,1958-01,7.35,13.63,1.6,107.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,2,1958-02,5.96,14.01,-0.76,74.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,3,1958-03,11.3,17.88,4.84,191.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,4,1958-04,18.48,25.61,10.35,73.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,5,1958-05,20.55,27.57,11.94,36.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,6,1958-06,27.06,34.2,16.74,7.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,7,1958-07,26.79,31.18,21.57,227.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,8,1958-08,25.18,29.66,19.44,290.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,9,1958-09,23.87,28.84,17.88,97.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,10,1958-10,19.13,26.23,10.61,25.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,11,1958-11,12.53,20.48,4.42,29.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1958,12,1958-12,9.1,15.48,3.13,196.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,1,1959-01,5.19,11.89,-0.25,115.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,2,1959-02,4.17,9.1,0.41,276.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,3,1959-03,11.25,17.16,5.29,192.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,4,1959-04,16.48,24.34,7.8,110.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,5,1959-05,20.88,27.12,13.09,141.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,6,1959-06,27.84,34.91,17.42,13.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,7,1959-07,25.96,30.04,21.18,381.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,8,1959-08,25.99,29.97,21.76,167.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,9,1959-09,24.35,28.86,19.78,166.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,10,1959-10,20.18,26.32,12.89,40.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,11,1959-11,12.44,19.71,4.91,121.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1959,12,1959-12,6.71,14.85,0.17,125.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,1,1960-01,3.33,10.51,-2.45,81.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,2,1960-02,9.32,16.89,2.07,70.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,3,1960-03,10.5,15.48,4.95,307.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,4,1960-04,15.76,22.27,7.85,119.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,5,1960-05,22.06,29.17,12.12,128.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,6,1960-06,28.51,35.64,17.64,12.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,7,1960-07,27.05,31.14,22.23,395.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,8,1960-08,26.26,30.2,21.84,157.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,9,1960-09,23.67,29.25,15.99,22.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,10,1960-10,19.16,26.72,9.42,2.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,11,1960-11,11.97,19.6,3.94,51.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1960,12,1960-12,5.56,14.01,-0.32,82.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,1,1961-01,4.94,11.47,-0.31,170.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,2,1961-02,3.17,8.42,-0.7,107.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,3,1961-03,11.03,17.36,4.12,136.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,4,1961-04,15.66,22.39,8.17,228.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,5,1961-05,22.83,30.08,12.85,71.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,6,1961-06,28.2,34.41,19.02,21.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,7,1961-07,26.79,30.68,22.69,262.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,8,1961-08,26.12,30.11,21.64,162.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,9,1961-09,23.95,28.71,18.43,103.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,10,1961-10,18.42,24.9,10.14,65.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,11,1961-11,8.28,16.25,1.14,155.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1961,12,1961-12,1.66,9.13,-3.76,51.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,1,1962-01,2.99,10.29,-2.63,31.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,2,1962-02,7.16,13.78,0.91,104.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,3,1962-03,11.85,18.39,4.78,91.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,4,1962-04,17.22,23.32,10.05,187.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,5,1962-05,21.76,28.88,12.05,38.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,6,1962-06,27.23,33.51,18.56,30.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,7,1962-07,27.16,31.76,21.76,175.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,8,1962-08,25.5,29.83,20.27,109.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,9,1962-09,22.2,27.14,16.47,90.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,10,1962-10,17.73,24.68,9.04,28.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,11,1962-11,9.96,17.32,3.24,83.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1962,12,1962-12,3.62,10.85,-1.94,100.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,1,1963-01,2.96,11.38,-3.27,2.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,2,1963-02,8.23,15.68,1.19,68.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,3,1963-03,10.81,16.56,4.86,304.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,4,1963-04,16.19,22.47,9.18,181.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,5,1963-05,20.93,27.71,11.7,83.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,6,1963-06,28.46,34.82,18.91,6.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,7,1963-07,28.07,32.73,22.03,113.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,8,1963-08,26.07,30.09,21.41,141.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,9,1963-09,23.62,29.37,16.39,38.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,10,1963-10,20.25,27.25,11.81,18.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,11,1963-11,11.4,19.13,3.91,85.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1963,12,1963-12,7.03,15.4,0.09,51.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,1,1964-01,1.59,6.59,-2.0,182.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,2,1964-02,5.75,11.69,0.32,130.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,3,1964-03,11.9,18.08,5.36,157.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,4,1964-04,16.22,22.79,9.07,174.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,5,1964-05,21.0,28.39,10.74,57.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,6,1964-06,26.65,33.67,16.39,11.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,7,1964-07,25.74,29.82,20.85,357.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,8,1964-08,25.89,29.61,21.49,260.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,9,1964-09,23.04,28.28,16.18,33.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,10,1964-10,19.45,26.84,10.8,5.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,11,1964-11,13.62,21.39,4.65,29.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1964,12,1964-12,5.04,11.49,-0.29,101.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,1,1965-01,7.74,13.32,2.53,115.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,2,1965-02,4.99,9.96,0.51,256.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,3,1965-03,9.65,15.72,3.95,199.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,4,1965-04,14.14,20.1,7.83,247.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,5,1965-05,20.65,28.21,10.37,76.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,6,1965-06,27.57,35.11,16.56,12.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,7,1965-07,26.9,31.69,21.19,289.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,8,1965-08,24.45,29.27,18.12,111.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,9,1965-09,24.25,30.96,15.24,21.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,10,1965-10,21.08,28.33,12.66,15.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,11,1965-11,14.88,22.59,6.4,22.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1965,12,1965-12,8.49,16.52,1.06,71.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,1,1966-01,7.24,16.74,-1.22,0.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,2,1966-02,9.64,15.62,3.87,251.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,3,1966-03,11.33,17.94,4.74,210.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,4,1966-04,16.25,22.36,9.22,142.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,5,1966-05,21.64,29.11,12.05,97.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,6,1966-06,27.43,33.27,19.87,74.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,7,1966-07,26.65,31.26,21.14,126.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,8,1966-08,25.46,29.8,20.41,114.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,9,1966-09,22.4,27.27,16.78,89.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,10,1966-10,17.25,23.71,9.76,76.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,11,1966-11,13.31,21.16,4.88,1.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1966,12,1966-12,9.39,16.85,1.89,50.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,1,1967-01,3.11,11.89,-3.61,33.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,2,1967-02,7.69,14.28,1.65,274.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,3,1967-03,10.68,16.97,4.29,297.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,4,1967-04,16.16,22.6,8.6,135.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,5,1967-05,20.66,28.21,10.77,67.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,6,1967-06,27.82,34.26,18.5,38.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,7,1967-07,27.3,31.26,23.12,219.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,8,1967-08,25.53,29.45,21.25,205.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,9,1967-09,24.06,29.18,17.89,64.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,10,1967-10,17.22,24.11,9.69,79.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,11,1967-11,11.77,18.76,4.08,24.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1967,12,1967-12,4.63,11.15,-0.44,190.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,1,1968-01,3.75,10.01,-1.22,103.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,2,1968-02,3.97,9.02,0.17,162.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,3,1968-03,11.89,18.33,5.45,202.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,4,1968-04,16.87,23.75,8.9,148.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,5,1968-05,20.6,26.89,12.59,117.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,6,1968-06,28.69,35.18,19.36,22.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,7,1968-07,27.29,31.39,23.04,173.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,8,1968-08,25.32,29.78,20.59,218.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,9,1968-09,24.44,30.47,16.62,14.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,10,1968-10,17.86,23.87,11.38,80.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,11,1968-11,9.95,18.71,2.26,75.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1968,12,1968-12,6.67,12.95,1.08,110.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,1,1969-01,3.74,10.49,-1.73,99.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,2,1969-02,5.14,9.61,1.44,288.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,3,1969-03,13.53,20.45,6.69,170.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,4,1969-04,16.16,22.47,8.85,228.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,5,1969-05,20.82,27.72,11.54,69.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,6,1969-06,26.98,33.92,16.6,18.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,7,1969-07,27.66,32.55,22.25,136.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,8,1969-08,25.68,30.03,21.09,169.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,9,1969-09,23.46,29.37,16.14,31.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,10,1969-10,19.2,25.46,12.12,62.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,11,1969-11,13.08,20.99,4.88,31.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1969,12,1969-12,9.47,18.35,0.73,6.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,1,1970-01,5.35,11.61,-0.55,96.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,2,1970-02,5.38,12.26,-0.88,130.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,3,1970-03,10.31,15.69,4.79,218.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,4,1970-04,18.52,26.54,8.78,41.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,5,1970-05,24.14,31.31,14.39,21.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,6,1970-06,27.04,32.67,19.6,77.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,7,1970-07,26.99,31.45,21.34,114.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,8,1970-08,25.7,29.74,21.45,267.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,9,1970-09,23.21,28.31,17.11,78.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,10,1970-10,18.98,25.5,11.37,97.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,11,1970-11,12.3,20.73,3.86,14.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1970,12,1970-12,6.78,15.76,-0.37,35.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,1,1971-01,3.7,11.17,-2.76,67.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,2,1971-02,5.22,10.3,0.4,228.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,3,1971-03,11.26,18.63,3.98,69.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,4,1971-04,18.51,25.4,10.52,102.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,5,1971-05,23.31,29.51,14.92,43.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,6,1971-06,26.85,31.56,20.91,119.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,7,1971-07,25.72,29.51,21.4,214.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,8,1971-08,25.25,29.3,20.75,170.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,9,1971-09,22.89,29.06,14.77,20.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,10,1971-10,19.29,26.72,10.23,12.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,11,1971-11,14.21,22.19,5.59,16.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1971,12,1971-12,11.32,19.78,3.29,34.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,1,1972-01,7.38,13.16,1.66,151.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,2,1972-02,3.47,8.48,-1.09,217.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,3,1972-03,12.04,17.41,6.8,264.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,4,1972-04,15.38,22.31,7.11,152.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,5,1972-05,21.32,28.5,11.85,120.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,6,1972-06,26.35,33.26,16.67,23.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,7,1972-07,27.6,32.57,22.04,58.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,8,1972-08,26.01,30.72,20.58,162.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,9,1972-09,23.4,29.38,16.74,40.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,10,1972-10,18.16,25.58,9.82,42.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,11,1972-11,13.9,22.21,4.74,24.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1972,12,1972-12,6.97,13.27,1.46,167.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,1,1973-01,3.48,8.31,-0.45,215.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,2,1973-02,7.01,11.85,2.6,251.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,3,1973-03,11.1,16.0,5.95,285.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,4,1973-04,17.14,24.73,9.09,92.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,5,1973-05,22.35,29.9,13.34,72.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,6,1973-06,28.45,34.53,20.71,48.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,7,1973-07,26.29,30.27,22.02,174.9
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,8,1973-08,25.15,28.79,21.64,483.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,9,1973-09,23.42,28.41,17.17,87.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,10,1973-10,18.33,25.22,10.35,20.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,11,1973-11,14.38,22.31,5.55,9.5
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1973,12,1973-12,3.78,11.11,-1.86,65.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,1,1974-01,2.68,8.22,-2.52,167.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,2,1974-02,4.98,9.09,1.3,194.2
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,3,1974-03,13.0,18.95,7.21,88.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,4,1974-04,19.34,26.91,9.81,51.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,5,1974-05,22.45,29.23,13.89,43.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,6,1974-06,25.95,32.33,17.32,52.1
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,7,1974-07,26.58,31.55,20.64,141.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,8,1974-08,25.83,30.5,19.96,118.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,9,1974-09,23.43,29.68,15.44,31.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,10,1974-10,20.1,27.92,10.87,3.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,11,1974-11,13.06,21.52,3.6,1.7
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1974,12,1974-12,3.06,8.84,-2.19,115.4
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1975,1,1975-01,3.19,9.71,-2.62,100.3
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1975,2,1975-02,3.6,8.91,-0.61,188.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1975,3,1975-03,10.46,16.47,3.74,258.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1975,4,1975-04,16.07,22.45,9.07,96.8
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1975,5,1975-05,21.47,28.52,11.95,126.6
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1975,6,1975-06,26.31,32.2,18.23,47.0
Muzaffarabad,Jammu and Kashmir,34.37,73.47,1975,7,1975-07,25.82,30.61,20.34,151.0
